      Sub      image     Region    pcs_Peak pcs_ContrastSum   pcs_bmean       Voxel      Mean       Std       RMS    Trimmean      90ile      %Vox>1%      AbsMax
      S12       con_0003       outer      NaN       NaN       NaN    12.1510    0.1358    0.2975    0.3270    0.1275    0.3632    1.1110    2.0819
      S12       con_0004       total   0.3900    9.0000  163.2081    52.8580   -0.0682    0.3728    0.3790   -0.0721    0.4198    0.9724    3.0095
      S12       con_0004       inner      NaN       NaN       NaN    40.7070   -0.0692    0.3371    0.3441   -0.0707    0.3804    0.5994    2.4973
      S12       con_0004       outer      NaN       NaN       NaN    12.1510   -0.0650    0.4733    0.4777   -0.0717    0.6030    2.2220    3.0095
      S12       con_0005       total   0.3900    9.0000  163.2081    52.8580   -0.1272    0.3011    0.3269   -0.1203    0.3258    0.1362    2.9037
      S12       con_0005       inner      NaN       NaN       NaN    40.7070   -0.1138    0.2714    0.2943   -0.1075    0.2990    0.0934    2.1480
      S12       con_0005       outer      NaN       NaN       NaN    12.1510   -0.1721    0.3810    0.4181   -0.1673    0.4318    0.2798    2.9037
      S12       con_0006       total   0.3900    9.0000  163.2081    52.8580    0.0982    0.3006    0.3162    0.0913    0.3681    0.8419    3.1240
      S12       con_0006       inner      NaN       NaN       NaN    40.7070    0.0991    0.2666    0.2844    0.0910    0.3326    0.5454    2.0463
      S12       con_0006       outer      NaN       NaN       NaN    12.1510    0.0952    0.3935    0.4048    0.0888    0.4837    1.8352    3.1240
      S12       con_0007       total   0.3900    9.0000  163.2081    52.8580   -0.1525    0.3263    0.3602   -0.1382    0.3203    0.1835    3.4243
      S12       con_0007       inner      NaN       NaN       NaN    40.7070   -0.1365    0.2687    0.3014   -0.1267    0.2928    0.0319    2.6899
      S12       con_0007       outer      NaN       NaN       NaN    12.1510   -0.2062    0.4664    0.5099   -0.1886    0.4452    0.6913    3.4243
      S12       con_0008       total   0.3900    9.0000  163.2081    52.8580   -0.0981    0.2944    0.3103   -0.0898    0.3027    0.2327    3.7304
      S12       con_0008       inner      NaN       NaN       NaN    40.7070   -0.0903    0.2513    0.2670   -0.0836    0.2788    0.0835    2.2820
      S12       con_0008       outer      NaN       NaN       NaN    12.1510   -0.1244    0.4056    0.4242   -0.1140    0.3947    0.7325    3.7304
      S12       con_0009       total   0.3900    9.0000  163.2081    52.8580   -0.1253    0.2802    0.3069   -0.1144    0.2827    0.1589    3.1299
      S12       con_0009       inner      NaN       NaN       NaN    40.7070   -0.1134    0.2330    0.2591   -0.1056    0.2585    0.0344    2.3099
      S12       con_0009       outer      NaN       NaN       NaN    12.1510   -0.1653    0.3970    0.4300   -0.1518    0.3758    0.5761    3.1299
      S12       con_0010       total   0.3900    9.0000  163.2081    52.8580    0.0549    0.2643    0.2699    0.0503    0.3073    0.4427    4.0868
      S12       con_0010       inner      NaN       NaN       NaN    40.7070    0.0497    0.2267    0.2321    0.0466    0.2752    0.1302    1.9016
      S12       con_0010       outer      NaN       NaN       NaN    12.1510    0.0723    0.3623    0.3694    0.0677    0.4282    1.4896    4.0868
      S12       con_0011       total   0.3900    9.0000  163.2081    52.8580    0.3108    0.4580    0.5535    0.2904    0.5627    6.7161    4.3626
      S12       con_0011       inner      NaN       NaN       NaN    40.7070    0.2901    0.3890    0.4853    0.2729    0.4982    4.8616    3.8222
      S12       con_0011       outer      NaN       NaN       NaN    12.1510    0.3801    0.6318    0.7373    0.3580    0.7699   12.9290    4.3626
      S12       con_0012       total   0.3900    9.0000  163.2081    52.8580    0.3108    0.4580    0.5535    0.2904    0.5627    6.7161    4.3626
      S12       con_0012       inner      NaN       NaN       NaN    40.7070    0.2901    0.3890    0.4853    0.2729    0.4982    4.8616    3.8222
      S12       con_0012       outer      NaN       NaN       NaN    12.1510    0.3801    0.6318    0.7373    0.3580    0.7699   12.9290    4.3626
      S12       con_0013       total   0.3900    9.0000  163.2081    52.8580    0.1081    0.3161    0.3341    0.0990    0.3687    1.1673    4.3300
      S12       con_0013       inner      NaN       NaN       NaN    40.7070    0.0978    0.2677    0.2850    0.0912    0.3274    0.5208    2.3390
      S12       con_0013       outer      NaN       NaN       NaN    12.1510    0.1425    0.4393    0.4619    0.1323    0.5160    3.3331    4.3300
      S12       con_0014       total   0.3900    9.0000  163.2081    52.8580   -0.2161    0.4319    0.4829   -0.2041    0.4071    0.5638    5.5991
      S12       con_0014       inner      NaN       NaN       NaN    40.7070   -0.2001    0.3681    0.4190   -0.1867    0.3691    0.2506    4.3806
      S12       con_0014       outer      NaN       NaN       NaN    12.1510   -0.2696    0.5947    0.6529   -0.2669    0.5834    1.6130    5.5991
      S12       con_0015       total   0.3900    9.0000  163.2081    52.8580    0.2137    0.4753    0.5211    0.1994    0.5842    5.3956    6.9618
      S12       con_0015       inner      NaN       NaN       NaN    40.7070    0.1999    0.4053    0.4519    0.1842    0.5288    3.8323    5.7619
      S12       con_0015       outer      NaN       NaN       NaN    12.1510    0.2598    0.6555    0.7051    0.2538    0.7733   10.6329    6.9618
      S12       con_0016       total   0.3900    9.0000  163.2081    52.8580    0.3108    0.4580    0.5535    0.2904    0.5627    6.7161    4.3626
      S12       con_0016       inner      NaN       NaN       NaN    40.7070    0.2901    0.3890    0.4853    0.2729    0.4982    4.8616    3.8222
      S12       con_0016       outer      NaN       NaN       NaN    12.1510    0.3801    0.6318    0.7373    0.3580    0.7699   12.9290    4.3626
      S12       con_0017       total   0.3900    9.0000  163.2081    52.8580    0.1959    0.5820    0.6141    0.1864    0.7150    7.9761    5.4301
      S12       con_0017       inner      NaN       NaN       NaN    40.7070    0.1906    0.5254    0.5589    0.1792    0.6536    6.4903    3.8159
      S12       con_0017       outer      NaN       NaN       NaN    12.1510    0.2138    0.7405    0.7707    0.2076    0.9282   12.9537    5.4301
      S12       con_0018       total   0.3900    9.0000  163.2081    52.8580    0.1081    0.3161    0.3341    0.0990    0.3687    1.1673    4.3300
      S12       con_0018       inner      NaN       NaN       NaN    40.7070    0.0978    0.2677    0.2850    0.0912    0.3274    0.5208    2.3390
      S12       con_0018       outer      NaN       NaN       NaN    12.1510    0.1425    0.4393    0.4619    0.1323    0.5160    3.3331    4.3300
      S12          ResMS       total   0.3900    9.0000  163.2081    52.8580    0.8400    0.3909    0.9265    0.7973    0.5461   23.3853    5.2230
      S12          ResMS       inner      NaN       NaN       NaN    40.7070    0.7298    0.2642    0.7762    0.7027    0.3317   11.6294    4.3315
      S12          ResMS       outer      NaN       NaN       NaN    12.1510    1.2090    0.5042    1.3099    1.1746    0.6539   62.7685    5.2230
      S13       con_0001       total   0.2000    5.0000  157.0083    68.0830   -0.0168    0.1494    0.1503   -0.0136    0.1298    0.0778    2.3394
      S13       con_0001       inner      NaN       NaN       NaN    50.9530   -0.0112    0.1252    0.1257   -0.0074    0.1204    0.0000    1.9882
      S13       con_0001       outer      NaN       NaN       NaN    17.1300   -0.0334    0.2042    0.2069   -0.0331    0.1644    0.3094    2.3394
      S13       con_0002       total   0.2000    5.0000  157.0083    68.0830    0.0174    0.1332    0.1343    0.0121    0.1312    0.0514    1.5187
      S13       con_0002       inner      NaN       NaN       NaN    50.9530    0.0130    0.1093    0.1101    0.0091    0.1146    0.0177    1.3054
      S13       con_0002       outer      NaN       NaN       NaN    17.1300    0.0305    0.1864    0.1889    0.0245    0.1949    0.1518    1.5187
      S13       con_0003       total   0.2000    5.0000  157.0083    68.0830   -0.0263    0.0970    0.1005   -0.0194    0.0739    0.0000    1.0740
      S13       con_0003       inner      NaN       NaN       NaN    50.9530   -0.0169    0.0822    0.0839   -0.0127    0.0679    0.0000    1.0740
      S13       con_0003       outer      NaN       NaN       NaN    17.1300   -0.0543    0.1275    0.1386   -0.0438    0.0953    0.0000    1.0595
      S13       con_0004       total   0.2000    5.0000  157.0083    68.0830    0.0083    0.1377    0.1380    0.0045    0.1591    0.0088    1.0537
      S13       con_0004       inner      NaN       NaN       NaN    50.9530    0.0132    0.1300    0.1306    0.0084    0.1515    0.0098    1.0537
      S13       con_0004       outer      NaN       NaN       NaN    17.1300   -0.0062    0.1578    0.1579   -0.0079    0.1845    0.0058    1.0258
      S13       con_0005       total   0.2000    5.0000  157.0083    68.0830    0.0158    0.1208    0.1218    0.0122    0.1407    0.0279    1.4284
      S13       con_0005       inner      NaN       NaN       NaN    50.9530    0.0230    0.1176    0.1198    0.0182    0.1384    0.0373    1.4284
      S13       con_0005       outer      NaN       NaN       NaN    17.1300   -0.0054    0.1275    0.1276   -0.0070    0.1456    0.0000    0.9436
      S13       con_0006       total   0.2000    5.0000  157.0083    68.0830   -0.0047    0.0774    0.0776   -0.0035    0.0780    0.0000    0.8458
      S13       con_0006       inner      NaN       NaN       NaN    50.9530   -0.0083    0.0713    0.0718   -0.0069    0.0707    0.0000    0.6214
      S13       con_0006       outer      NaN       NaN       NaN    17.1300    0.0058    0.0925    0.0927    0.0073    0.0935    0.0000    0.8458
      S13       con_0007       total   0.2000    5.0000  157.0083    68.0830   -0.0235    0.1146    0.1170   -0.0203    0.0947    0.0470    1.9762
      S13       con_0007       inner      NaN       NaN       NaN    50.9530   -0.0218    0.0925    0.0950   -0.0177    0.0856    0.0000    1.7714
      S13       con_0007       outer      NaN       NaN       NaN    17.1300   -0.0285    0.1635    0.1660   -0.0286    0.1324    0.1868    1.9762
      S13       con_0008       total   0.2000    5.0000  157.0083    68.0830    0.0047    0.1471    0.1471    0.0023    0.1361    0.0617    1.5755
      S13       con_0008       inner      NaN       NaN       NaN    50.9530   -0.0054    0.1267    0.1268   -0.0050    0.1197    0.0196    1.5755
      S13       con_0008       outer      NaN       NaN       NaN    17.1300    0.0348    0.1923    0.1955    0.0297    0.2062    0.1868    1.5422
      S13       con_0009       total   0.2000    5.0000  157.0083    68.0830   -0.0094    0.0917    0.0922   -0.0091    0.0833    0.0029    1.2142
      S13       con_0009       inner      NaN       NaN       NaN    50.9530   -0.0136    0.0788    0.0800   -0.0114    0.0723    0.0000    1.0090
      S13       con_0009       outer      NaN       NaN       NaN    17.1300    0.0032    0.1214    0.1214    0.0011    0.1347    0.0117    1.2142
      S13       con_0010       total   0.2000    5.0000  157.0083    68.0830   -0.0226    0.1172    0.1194   -0.0163    0.1049    0.0000    1.1440
      S13       con_0010       inner      NaN       NaN       NaN    50.9530   -0.0103    0.1021    0.1026   -0.0067    0.0976    0.0000    1.1440
      S13       con_0010       outer      NaN       NaN       NaN    17.1300   -0.0590    0.1478    0.1591   -0.0500    0.1308    0.0000    1.0879
      S13       con_0011       total   0.2000    5.0000  157.0083    68.0830   -0.0266    0.1453    0.1477   -0.0183    0.1221    0.0000    1.7489
      S13       con_0011       inner      NaN       NaN       NaN    50.9530   -0.0178    0.1227    0.1240   -0.0129    0.1143    0.0000    1.2891
      S13       con_0011       outer      NaN       NaN       NaN    17.1300   -0.0529    0.1955    0.2025   -0.0395    0.1521    0.0000    1.7489
      S13       con_0012       total   0.2000    5.0000  157.0083    68.0830   -0.0266    0.1453    0.1477   -0.0183    0.1221    0.0000    1.7489
      S13       con_0012       inner      NaN       NaN       NaN    50.9530   -0.0178    0.1227    0.1240   -0.0129    0.1143    0.0000    1.2891
      S13       con_0012       outer      NaN       NaN       NaN    17.1300   -0.0529    0.1955    0.2025   -0.0395    0.1521    0.0000    1.7489
      S13       con_0013       total   0.2000    5.0000  157.0083    68.0830   -0.0073    0.0932    0.0934   -0.0052    0.0880    0.0015    1.0158
      S13       con_0013       inner      NaN       NaN       NaN    50.9530    0.0018    0.0801    0.0801    0.0013    0.0814    0.0020    1.0158
      S13       con_0013       outer      NaN       NaN       NaN    17.1300   -0.0345    0.1201    0.1250   -0.0292    0.1126    0.0000    1.0061
      S13       con_0014       total   0.2000    5.0000  157.0083    68.0830    0.0022    0.1163    0.1163    0.0009    0.1194    0.0088    1.1121
      S13       con_0014       inner      NaN       NaN       NaN    50.9530   -0.0038    0.1089    0.1090   -0.0040    0.1059    0.0059    1.1121
      S13       con_0014       outer      NaN       NaN       NaN    17.1300    0.0202    0.1343    0.1358    0.0177    0.1577    0.0175    1.0767
      S13       con_0015       total   0.2000    5.0000  157.0083    68.0830   -0.0000    0.1201    0.1201    0.0015    0.1131    0.0220    1.4462
      S13       con_0015       inner      NaN       NaN       NaN    50.9530   -0.0006    0.1076    0.1076    0.0013    0.1054    0.0000    1.0754
      S13       con_0015       outer      NaN       NaN       NaN    17.1300    0.0015    0.1513    0.1513    0.0025    0.1388    0.0876    1.4462
      S13       con_0016       total   0.2000    5.0000  157.0083    68.0830   -0.0266    0.1453    0.1477   -0.0183    0.1221    0.0000    1.7489
      S13       con_0016       inner      NaN       NaN       NaN    50.9530   -0.0178    0.1227    0.1240   -0.0129    0.1143    0.0000    1.2891
      S13       con_0016       outer      NaN       NaN       NaN    17.1300   -0.0529    0.1955    0.2025   -0.0395    0.1521    0.0000    1.7489
      S13       con_0017       total   0.2000    5.0000  157.0083    68.0830   -0.0168    0.1693    0.1701   -0.0134    0.1622    0.0191    1.6294
      S13       con_0017       inner      NaN       NaN       NaN    50.9530   -0.0263    0.1588    0.1610   -0.0216    0.1427    0.0059    1.6294
      S13       con_0017       outer      NaN       NaN       NaN    17.1300    0.0116    0.1944    0.1948    0.0130    0.2005    0.0584    1.3127
      S13       con_0018       total   0.2000    5.0000  157.0083    68.0830   -0.0073    0.0932    0.0934   -0.0052    0.0880    0.0015    1.0158
      S13       con_0018       inner      NaN       NaN       NaN    50.9530    0.0018    0.0801    0.0801    0.0013    0.0814    0.0020    1.0158
      S13       con_0018       outer      NaN       NaN       NaN    17.1300   -0.0345    0.1201    0.1250   -0.0292    0.1126    0.0000    1.0061
      S13          ResMS       total   0.2000    5.0000  157.0083    68.0830    0.4607    0.2936    0.5463    0.4261    0.3822    4.9557    5.5624
      S13          ResMS       inner      NaN       NaN       NaN    50.9530    0.4200    0.2306    0.4791    0.3941    0.3182    2.7045    3.3484
      S13          ResMS       outer      NaN       NaN       NaN    17.1300    0.5818    0.4059    0.7094    0.5357    0.5164   11.6521    5.5624
      S14       con_0001       total   0.1900    5.0000  165.9519    59.7670    0.0134    0.1943    0.1948    0.0119    0.2066    0.1790    1.9182
      S14       con_0001       inner      NaN       NaN       NaN    47.1710    0.0081    0.1605    0.1607    0.0071    0.1805    0.0551    1.3912
      S14       con_0001       outer      NaN       NaN       NaN    12.5960    0.0333    0.2869    0.2888    0.0322    0.3044    0.6431    1.9182
      S14       con_0002       total   0.1900    5.0000  165.9519    59.7670    0.0374    0.1902    0.1938    0.0347    0.2035    0.2025    2.2915
      S14       con_0002       inner      NaN       NaN       NaN    47.1710    0.0327    0.1524    0.1559    0.0300    0.1760    0.0594    1.5649
      S14       con_0002       outer      NaN       NaN       NaN    12.5960    0.0553    0.2902    0.2954    0.0525    0.3133    0.7383    2.2915
      S14       con_0003       total   0.1900    5.0000  165.9519    59.7670   -0.0344    0.1803    0.1835   -0.0315    0.1883    0.0468    1.6425
      S14       con_0003       inner      NaN       NaN       NaN    47.1710   -0.0313    0.1524    0.1556   -0.0284    0.1665    0.0000    1.6425
      S14       con_0003       outer      NaN       NaN       NaN    12.5960   -0.0458    0.2588    0.2628   -0.0444    0.2899    0.2223    1.6109
      S14       con_0004       total   0.1900    5.0000  165.9519    59.7670   -0.0972    0.2146    0.2356   -0.0887    0.2039    0.0100    1.9069
      S14       con_0004       inner      NaN       NaN       NaN    47.1710   -0.0723    0.1870    0.2005   -0.0670    0.1848    0.0106    1.4626
      S14       con_0004       outer      NaN       NaN       NaN    12.5960   -0.1903    0.2768    0.3359   -0.1808    0.2806    0.0079    1.9069
      S14       con_0005       total   0.1900    5.0000  165.9519    59.7670   -0.0955    0.2353    0.2539   -0.0861    0.2174    0.0368    2.0705
      S14       con_0005       inner      NaN       NaN       NaN    47.1710   -0.0708    0.2079    0.2196   -0.0650    0.1996    0.0403    1.7751
      S14       con_0005       outer      NaN       NaN       NaN    12.5960   -0.1878    0.3000    0.3540   -0.1749    0.2898    0.0238    2.0705
      S14       con_0006       total   0.1900    5.0000  165.9519    59.7670    0.0812    0.1948    0.2110    0.0721    0.2421    0.2209    1.8672
      S14       con_0006       inner      NaN       NaN       NaN    47.1710    0.0627    0.1739    0.1848    0.0559    0.2161    0.0678    1.5862
      S14       con_0006       outer      NaN       NaN       NaN    12.5960    0.1504    0.2464    0.2887    0.1399    0.3189    0.7939    1.8672
      S14       con_0007       total   0.1900    5.0000  165.9519    59.7670    0.1106    0.2333    0.2582    0.0980    0.2878    0.5789    2.3645
      S14       con_0007       inner      NaN       NaN       NaN    47.1710    0.0804    0.1932    0.2093    0.0724    0.2405    0.1760    1.5967
      S14       con_0007       outer      NaN       NaN       NaN    12.5960    0.2236    0.3200    0.3903    0.2111    0.3983    2.0880    2.3645
      S14       con_0008       total   0.1900    5.0000  165.9519    59.7670    0.1329    0.2342    0.2693    0.1191    0.2890    0.6944    2.3278
      S14       con_0008       inner      NaN       NaN       NaN    47.1710    0.1034    0.1971    0.2226    0.0939    0.2427    0.2396    1.6809
      S14       con_0008       outer      NaN       NaN       NaN    12.5960    0.2431    0.3153    0.3981    0.2273    0.3894    2.3976    2.3278
      S14       con_0009       total   0.1900    5.0000  165.9519    59.7670    0.1217    0.2248    0.2557    0.1083    0.2771    0.5940    2.2806
      S14       con_0009       inner      NaN       NaN       NaN    47.1710    0.0919    0.1857    0.2072    0.0831    0.2284    0.1781    1.5273
      S14       con_0009       outer      NaN       NaN       NaN    12.5960    0.2333    0.3081    0.3865    0.2190    0.3766    2.1515    2.2806
      S14       con_0010       total   0.1900    5.0000  165.9519    59.7670   -0.1155    0.2298    0.2572   -0.1057    0.2382    0.0000    2.1684
      S14       con_0010       inner      NaN       NaN       NaN    47.1710   -0.0940    0.1988    0.2199   -0.0866    0.2137    0.0000    1.6846
      S14       con_0010       outer      NaN       NaN       NaN    12.5960   -0.1963    0.3072    0.3645   -0.1863    0.3519    0.0000    2.1684
      S14       con_0011       total   0.1900    5.0000  165.9519    59.7670   -0.0598    0.3536    0.3586   -0.0548    0.3586    0.6358    3.3293
      S14       con_0011       inner      NaN       NaN       NaN    47.1710   -0.0517    0.2910    0.2955   -0.0470    0.3121    0.2290    2.9805
      S14       con_0011       outer      NaN       NaN       NaN    12.5960   -0.0901    0.5245    0.5322   -0.0870    0.5778    2.1594    3.3293
      S14       con_0012       total   0.1900    5.0000  165.9519    59.7670   -0.0598    0.3536    0.3586   -0.0548    0.3586    0.6358    3.3293
      S14       con_0012       inner      NaN       NaN       NaN    47.1710   -0.0517    0.2910    0.2955   -0.0470    0.3121    0.2290    2.9805
      S14       con_0012       outer      NaN       NaN       NaN    12.5960   -0.0901    0.5245    0.5322   -0.0870    0.5778    2.1594    3.3293
      S14       con_0013       total   0.1900    5.0000  165.9519    59.7670   -0.1186    0.2184    0.2486   -0.1074    0.2211    0.0000    2.0963
      S14       con_0013       inner      NaN       NaN       NaN    47.1710   -0.0930    0.1839    0.2060   -0.0855    0.1970    0.0000    1.5128
      S14       con_0013       outer      NaN       NaN       NaN    12.5960   -0.2148    0.2968    0.3664   -0.2023    0.3288    0.0000    2.0963
      S14       con_0014       total   0.1900    5.0000  165.9519    59.7670   -0.0556    0.1585    0.1680   -0.0499    0.1521    0.0050    1.5431
      S14       con_0014       inner      NaN       NaN       NaN    47.1710   -0.0468    0.1379    0.1457   -0.0437    0.1398    0.0064    1.1707
      S14       con_0014       outer      NaN       NaN       NaN    12.5960   -0.0887    0.2158    0.2333   -0.0775    0.2063    0.0000    1.5431
      S14       con_0015       total   0.1900    5.0000  165.9519    59.7670   -0.0107    0.1176    0.1181   -0.0116    0.1226    0.0017    2.0759
      S14       con_0015       inner      NaN       NaN       NaN    47.1710   -0.0122    0.0980    0.0988   -0.0119    0.1091    0.0000    1.1181
      S14       con_0015       outer      NaN       NaN       NaN    12.5960   -0.0049    0.1719    0.1720   -0.0081    0.1924    0.0079    2.0759
      S14       con_0016       total   0.1900    5.0000  165.9519    59.7670   -0.0598    0.3536    0.3586   -0.0548    0.3586    0.6358    3.3293
      S14       con_0016       inner      NaN       NaN       NaN    47.1710   -0.0517    0.2910    0.2955   -0.0470    0.3121    0.2290    2.9805
      S14       con_0016       outer      NaN       NaN       NaN    12.5960   -0.0901    0.5245    0.5322   -0.0870    0.5778    2.1594    3.3293
      S14       con_0017       total   0.1900    5.0000  165.9519    59.7670    0.1775    0.4017    0.4392    0.1603    0.5061    3.7546    3.2769
      S14       con_0017       inner      NaN       NaN       NaN    47.1710    0.1342    0.3536    0.3782    0.1227    0.4474    2.2259    3.0107
      S14       con_0017       outer      NaN       NaN       NaN    12.5960    0.3395    0.5140    0.6160    0.3188    0.6548    9.4792    3.2769
      S14       con_0018       total   0.1900    5.0000  165.9519    59.7670   -0.1186    0.2184    0.2486   -0.1074    0.2211    0.0000    2.0963
      S14       con_0018       inner      NaN       NaN       NaN    47.1710   -0.0930    0.1839    0.2060   -0.0855    0.1970    0.0000    1.5128
      S14       con_0018       outer      NaN       NaN       NaN    12.5960   -0.2148    0.2968    0.3664   -0.2023    0.3288    0.0000    2.0963
      S14          ResMS       total   0.1900    5.0000  165.9519    59.7670    0.5259    0.2197    0.5699    0.5023    0.3047    4.0457    3.2839
      S14          ResMS       inner      NaN       NaN       NaN    47.1710    0.4817    0.1706    0.5110    0.4637    0.2385    1.6726    2.2352
      S14          ResMS       outer      NaN       NaN       NaN    12.5960    0.6912    0.2923    0.7505    0.6687    0.3918   12.9327    3.2839
      S15       con_0001       total   0.2000    5.0000  172.3439    63.0260    0.0253    0.1532    0.1553    0.0227    0.1638    0.0397    2.0390
      S15       con_0001       inner      NaN       NaN       NaN    49.0750    0.0233    0.1384    0.1403    0.0224    0.1508    0.0041    1.7439
      S15       con_0001       outer      NaN       NaN       NaN    13.9510    0.0322    0.1966    0.1992    0.0252    0.2152    0.1649    2.0390
      S15       con_0002       total   0.2000    5.0000  172.3439    63.0260    0.0295    0.1637    0.1663    0.0287    0.1709    0.0460    2.6562
      S15       con_0002       inner      NaN       NaN       NaN    49.0750    0.0323    0.1389    0.1426    0.0314    0.1545    0.0061    2.2593
      S15       con_0002       outer      NaN       NaN       NaN    13.9510    0.0197    0.2303    0.2311    0.0187    0.2405    0.1864    2.6562
      S15       con_0003       total   0.2000    5.0000  172.3439    63.0260   -0.0229    0.1399    0.1418   -0.0211    0.1442    0.0333    1.6740
      S15       con_0003       inner      NaN       NaN       NaN    49.0750   -0.0195    0.1254    0.1270   -0.0186    0.1371    0.0041    1.0999
      S15       con_0003       outer      NaN       NaN       NaN    13.9510   -0.0347    0.1813    0.1846   -0.0323    0.1756    0.1362    1.6740
      S15       con_0004       total   0.2000    5.0000  172.3439    63.0260   -0.0197    0.2503    0.2510   -0.0167    0.2689    0.1253    2.4127
      S15       con_0004       inner      NaN       NaN       NaN    49.0750   -0.0071    0.2364    0.2365   -0.0052    0.2604    0.1019    2.4127
      S15       con_0004       outer      NaN       NaN       NaN    13.9510   -0.0643    0.2894    0.2965   -0.0591    0.2998    0.2079    2.4107
      S15       con_0005       total   0.2000    5.0000  172.3439    63.0260    0.0170    0.2322    0.2328    0.0159    0.2625    0.2047    2.0803
      S15       con_0005       inner      NaN       NaN       NaN    49.0750    0.0340    0.2138    0.2165    0.0320    0.2532    0.1243    2.0803
      S15       con_0005       outer      NaN       NaN       NaN    13.9510   -0.0431    0.2794    0.2827   -0.0455    0.2943    0.4874    2.0646
      S15       con_0006       total   0.2000    5.0000  172.3439    63.0260   -0.0191    0.2031    0.2040   -0.0176    0.2153    0.0841    1.8566
      S15       con_0006       inner      NaN       NaN       NaN    49.0750   -0.0339    0.1915    0.1945   -0.0312    0.1953    0.0428    1.5906
      S15       con_0006       outer      NaN       NaN       NaN    13.9510    0.0333    0.2319    0.2343    0.0335    0.2570    0.2294    1.8566
      S15       con_0007       total   0.2000    5.0000  172.3439    63.0260    0.0450    0.2897    0.2932    0.0406    0.3404    0.6029    3.3065
      S15       con_0007       inner      NaN       NaN       NaN    49.0750    0.0304    0.2792    0.2808    0.0277    0.3276    0.4096    2.5464
      S15       con_0007       outer      NaN       NaN       NaN    13.9510    0.0965    0.3187    0.3330    0.0875    0.3737    1.2831    3.3065
      S15       con_0008       total   0.2000    5.0000  172.3439    63.0260    0.0125    0.1956    0.1960    0.0142    0.2137    0.0301    2.8432
      S15       con_0008       inner      NaN       NaN       NaN    49.0750   -0.0018    0.1819    0.1819    0.0005    0.1955    0.0224    2.1361
      S15       con_0008       outer      NaN       NaN       NaN    13.9510    0.0628    0.2306    0.2390    0.0660    0.2527    0.0573    2.8432
      S15       con_0009       total   0.2000    5.0000  172.3439    63.0260    0.0288    0.2273    0.2291    0.0272    0.2638    0.1698    1.8553
      S15       con_0009       inner      NaN       NaN       NaN    49.0750    0.0143    0.2191    0.2195    0.0138    0.2509    0.1182    1.8553
      S15       con_0009       outer      NaN       NaN       NaN    13.9510    0.0797    0.2475    0.2600    0.0765    0.2957    0.3512    1.7546
      S15       con_0010       total   0.2000    5.0000  172.3439    63.0260   -0.0038    0.2515    0.2515   -0.0057    0.2829    0.2602    1.9096
      S15       con_0010       inner      NaN       NaN       NaN    49.0750    0.0144    0.2381    0.2385    0.0104    0.2750    0.2445    1.9065
      S15       con_0010       outer      NaN       NaN       NaN    13.9510   -0.0680    0.2848    0.2928   -0.0676    0.3086    0.3154    1.9096
      S15       con_0011       total   0.2000    5.0000  172.3439    63.0260   -0.0503    0.2655    0.2702   -0.0465    0.2703    0.2396    3.0855
      S15       con_0011       inner      NaN       NaN       NaN    49.0750   -0.0473    0.2372    0.2419   -0.0449    0.2569    0.1426    2.2329
      S15       con_0011       outer      NaN       NaN       NaN    13.9510   -0.0607    0.3471    0.3524   -0.0553    0.3291    0.5806    3.0855
      S15       con_0012       total   0.2000    5.0000  172.3439    63.0260   -0.0503    0.2655    0.2702   -0.0465    0.2703    0.2396    3.0855
      S15       con_0012       inner      NaN       NaN       NaN    49.0750   -0.0473    0.2372    0.2419   -0.0449    0.2569    0.1426    2.2329
      S15       con_0012       outer      NaN       NaN       NaN    13.9510   -0.0607    0.3471    0.3524   -0.0553    0.3291    0.5806    3.0855
      S15       con_0013       total   0.2000    5.0000  172.3439    63.0260   -0.0163    0.2354    0.2360   -0.0166    0.2651    0.1222    1.8809
      S15       con_0013       inner      NaN       NaN       NaN    49.0750    0.0000    0.2254    0.2254   -0.0018    0.2588    0.1182    1.8809
      S15       con_0013       outer      NaN       NaN       NaN    13.9510   -0.0738    0.2598    0.2701   -0.0722    0.2784    0.1362    1.8321
      S15       con_0014       total   0.2000    5.0000  172.3439    63.0260   -0.0359    0.2422    0.2448   -0.0320    0.2570    0.1190    3.7153
      S15       con_0014       inner      NaN       NaN       NaN    49.0750   -0.0196    0.2211    0.2220   -0.0172    0.2431    0.0774    2.1152
      S15       con_0014       outer      NaN       NaN       NaN    13.9510   -0.0934    0.2979    0.3122   -0.0888    0.3079    0.2652    3.7153
      S15       con_0015       total   0.2000    5.0000  172.3439    63.0260    0.0378    0.1947    0.1983    0.0355    0.2298    0.1222    1.9865
      S15       con_0015       inner      NaN       NaN       NaN    49.0750    0.0269    0.1832    0.1851    0.0258    0.2141    0.0693    1.7663
      S15       con_0015       outer      NaN       NaN       NaN    13.9510    0.0759    0.2266    0.2390    0.0720    0.2690    0.3082    1.9865
      S15       con_0016       total   0.2000    5.0000  172.3439    63.0260   -0.0503    0.2655    0.2702   -0.0465    0.2703    0.2396    3.0855
      S15       con_0016       inner      NaN       NaN       NaN    49.0750   -0.0473    0.2372    0.2419   -0.0449    0.2569    0.1426    2.2329
      S15       con_0016       outer      NaN       NaN       NaN    13.9510   -0.0607    0.3471    0.3524   -0.0553    0.3291    0.5806    3.0855
